occurrence_order,semantic_subject,field_or_term_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,admit_013_relevance,occurrence_passed
1367,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1368,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1369,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1370,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
1371,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1372,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1373,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1374,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1375,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
1376,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1377,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1378,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1379,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1380,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
1381,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1382,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1383,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1384,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1385,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
1386,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1387,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1388,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1389,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
1390,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
1391,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
