scaleup_rank,tranche,selection_priority_pass,canonical_event_id,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,canonical_source_dataset_count,source_record_provenance_count,source_datasets_json,source_provenance_identities_json,historical_pilot_processed,historical_bulk_structure_acquisition_status,historical_terminal_route,historical_terminal_reasons_json,current_123_two_rule_routing_population_overlap,structure_execution_status,task_domain_rule_evaluation_status
149,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1QX6:A:CYS:223-:SG:B:E64:C2,1QX6,A,,CYS,223,SG,E64,B,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002564"",""SOURCE_RCSB_PDB_DIRECT:1QX6:covale11""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
150,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1QXA:A:CYS:223-:SG:C:ETM:SD,1QXA,A,,CYS,223,SG,ETM,C,SD,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002561"",""SOURCE_COVPDB:CovPDB_complexes/1qxa/1qxa.pdb#LINK00394"",""SOURCE_RCSB_PDB_DIRECT:1QXA:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
151,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RE1:A:CYS:285-:SG:C:NA3:C4,1RE1,A,,CYS,285,SG,NA3,C,C4,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004084"",""SOURCE_COVPDB:CovPDB_complexes/1re1/1re1.pdb#LINK00427"",""SOURCE_RCSB_PDB_DIRECT:1RE1:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
152,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHJ:A:CYS:285-:SG:E:PZN:C9,1RHJ,A,,CYS,285,SG,PZN,E,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001485"",""SOURCE_RCSB_PDB_DIRECT:1RHJ:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
153,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHJ:C:CYS:785-:SG:F:PZN:C9,1RHJ,C,,CYS,785,SG,PZN,F,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001486"",""SOURCE_RCSB_PDB_DIRECT:1RHJ:covale2""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
154,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHM:A:CYS:285-:SG:E:NA4:C4,1RHM,A,,CYS,285,SG,NA4,E,C4,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001474"",""SOURCE_RCSB_PDB_DIRECT:1RHM:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
155,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHM:C:CYS:785-:SG:F:NA4:C4,1RHM,C,,CYS,785,SG,NA4,F,C4,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001475"",""SOURCE_RCSB_PDB_DIRECT:1RHM:covale2""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
156,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHQ:A:CYS:285-:SG:E:0ZZ:C9,1RHQ,A,,CYS,285,SG,0ZZ,E,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001476"",""SOURCE_RCSB_PDB_DIRECT:1RHQ:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
157,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHR:A:CYS:285-:SG:C:CNE:C9,1RHR,A,,CYS,285,SG,CNE,C,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001488"",""SOURCE_RCSB_PDB_DIRECT:1RHR:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
158,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RHU:A:CYS:285-:SG:C:3CY:C9,1RHU,A,,CYS,285,SG,3CY,C,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001478"",""SOURCE_RCSB_PDB_DIRECT:1RHU:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
159,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RP4:A:CYS:208-:SG:D:NEN:C1,1RP4,A,,CYS,208,SG,NEN,D,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001561"",""SOURCE_RCSB_PDB_DIRECT:1RP4:covale3""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
160,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RWK:A:CYS:285-:SG:C:158:C1,1RWK,A,,CYS,285,SG,158,C,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1rwk/1rwk.pdb#LINK00423"",""SOURCE_RCSB_PDB_DIRECT:1RWK:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
161,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RWN:A:CYS:285-:SG:C:4QB:C18,1RWN,A,,CYS,285,SG,4QB,C,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1rwn/1rwn.pdb#LINK00450"",""SOURCE_RCSB_PDB_DIRECT:1RWN:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
162,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RWO:A:CYS:285-:SG:C:BTH:C31,1RWO,A,,CYS,285,SG,BTH,C,C31,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1rwo/1rwo.pdb#LINK00449"",""SOURCE_RCSB_PDB_DIRECT:1RWO:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
163,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RWP:A:CYS:285-:SG:C:HQC:C20,1RWP,A,,CYS,285,SG,HQC,C,C20,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1rwp/1rwp.pdb#LINK00436"",""SOURCE_RCSB_PDB_DIRECT:1RWP:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
164,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RWV:A:CYS:285-:SG:C:5PH:C36,1RWV,A,,CYS,285,SG,5PH,C,C36,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1rwv/1rwv.pdb#LINK00444"",""SOURCE_RCSB_PDB_DIRECT:1RWV:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
165,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RWX:A:CYS:285-:SG:C:YBH:C31,1RWX,A,,CYS,285,SG,YBH,C,C31,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1rwx/1rwx.pdb#LINK00419"",""SOURCE_RCSB_PDB_DIRECT:1RWX:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
166,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1RXE:A:CYS:89-:SG:D:MNB:S5,1RXE,A,,CYS,89,SG,MNB,D,S5,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001638"",""SOURCE_COVPDB:CovPDB_complexes/1rxe/1rxe.pdb#LINK00354"",""SOURCE_RCSB_PDB_DIRECT:1RXE:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
167,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1SHJ:A:CYS:290-:SG:D:NXN:S19,1SHJ,A,,CYS,290,SG,NXN,D,S19,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000644"",""SOURCE_RCSB_PDB_DIRECT:1SHJ:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
168,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1SHJ:B:CYS:290-:SG:G:NXN:S19,1SHJ,B,,CYS,290,SG,NXN,G,S19,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000645"",""SOURCE_RCSB_PDB_DIRECT:1SHJ:covale2""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
169,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1SHL:A:CYS:290-:SG:C:FXN:S19,1SHL,A,,CYS,290,SG,FXN,C,S19,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000682"",""SOURCE_RCSB_PDB_DIRECT:1SHL:covale1""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
170,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1SHL:B:CYS:290-:SG:D:FXN:S19,1SHL,B,,CYS,290,SG,FXN,D,S19,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000683"",""SOURCE_RCSB_PDB_DIRECT:1SHL:covale2""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
171,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1SNK:A:CYS:25-:SG:E:MYE:C26,1SNK,A,,CYS,25,SG,MYE,E,C26,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000989"",""SOURCE_COVPDB:CovPDB_complexes/1snk/1snk.pdb#LINK00359"",""SOURCE_RCSB_PDB_DIRECT:1SNK:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
172,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TD2:A:CYS:122-:SG:C:PXL:C4A,1TD2,A,,CYS,122,SG,PXL,C,C4A,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004842"",""SOURCE_RCSB_PDB_DIRECT:1TD2:covale1""]",true,PASSED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
173,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1THE:A:CYS:29-:SG:C:0E6:C11,1THE,A,,CYS,29,SG,0E6,C,C11,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1the/1the.pdb#LINK00552"",""SOURCE_RCSB_PDB_DIRECT:1THE:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
174,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1THE:B:CYS:29-:SG:D:0E6:C11,1THE,B,,CYS,29,SG,0E6,D,C11,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/1the/1the.pdb#LINK00553"",""SOURCE_RCSB_PDB_DIRECT:1THE:covale2""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
175,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TLO:A:CYS:115-:SG:D:E64:C2,1TLO,A,,CYS,115,SG,E64,D,C2,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004971"",""SOURCE_COVPDB:CovPDB_complexes/1tlo/1tlo.pdb#LINK00440"",""SOURCE_RCSB_PDB_DIRECT:1TLO:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
176,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TLS:A:CYS:146-:SG:C:UFP:C6,1TLS,A,,CYS,146,SG,UFP,C,C6,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004969"",""SOURCE_RCSB_PDB_DIRECT:1TLS:covale2""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
177,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TLS:B:CYS:146-:SG:E:UFP:C6,1TLS,B,,CYS,146,SG,UFP,E,C6,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004970"",""SOURCE_RCSB_PDB_DIRECT:1TLS:covale6""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
178,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TRG:A:CYS:146-:SG:B:UMP:C6,1TRG,A,,CYS,146,SG,UMP,B,C6,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002246"",""SOURCE_COVPDB:CovPDB_complexes/1trg/1trg.pdb#LINK00367"",""SOURCE_RCSB_PDB_DIRECT:1TRG:covale3""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
179,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TU6:A:CYS:139-:SG:E:FSP:C23,1TU6,A,,CYS,139,SG,FSP,E,C23,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002423"",""SOURCE_COVPDB:CovPDB_complexes/1tu6/1tu6.pdb#LINK00382"",""SOURCE_RCSB_PDB_DIRECT:1TU6:covale1""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
180,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1TU6:B:CYS:139-:SG:G:FSP:C23,1TU6,B,,CYS,139,SG,FSP,G,C23,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002424"",""SOURCE_COVPDB:CovPDB_complexes/1tu6/1tu6.pdb#LINK00383"",""SOURCE_RCSB_PDB_DIRECT:1TU6:covale2""]",true,PASSED,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",true,HISTORICAL_PROCESSING_ALREADY_EXECUTED,CURRENT_TWO_RULE_ROUTING_EVALUATED
181,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1U9V:A:CYS:25-:SG:B:IHE:C27,1U9V,A,,CYS,25,SG,IHE,B,C27,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002921"",""SOURCE_COVPDB:CovPDB_complexes/1u9v/1u9v.pdb#LINK00348"",""SOURCE_RCSB_PDB_DIRECT:1U9V:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
182,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1U9W:A:CYS:25-:SG:B:IHI:C26,1U9W,A,,CYS,25,SG,IHI,B,C26,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002920"",""SOURCE_COVPDB:CovPDB_complexes/1u9w/1u9w.pdb#LINK00352"",""SOURCE_RCSB_PDB_DIRECT:1U9W:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
183,HISTORICAL_PILOT_001_250,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:1U9X:A:CYS:25-:SG:B:IHJ:C12,1U9X,A,,CYS,25,SG,IHJ,B,C12,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002924"",""SOURCE_COVPDB:CovPDB_complexes/1u9x/1u9x.pdb#LINK00366"",""SOURCE_RCSB_PDB_DIRECT:1U9X:covale1""]",true,PASSED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",false,HISTORICAL_PROCESSING_ALREADY_EXECUTED,HISTORICAL_PROCESSED_OUTSIDE_CURRENT_123_ROUTING_POPULATION
