case_order,case_id,case_group,entrypoint,rule_id_representation,candidate_record_representation,batch_context_representation,evaluation_context_representation,download_result_context_representation,stage_authorization_context_representation,lookup_order,evaluation_lookup_count,download_lookup_count,candidate_key_access_count,formal_call_count,oracle_call_count,expected_result_or_error,observed_result_or_error,old_handler_identity_preserved,case_passed
274,EXACT11_EXACT10_EXACT9_A009_SOURCE_reconstruction_invariant,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
275,EXACT11_EXACT10_EXACT9_A009_SOURCE_oracle_mapping_invalid,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
276,EXACT11_EXACT10_EXACT9_A009_SOURCE_oracle_key_missing,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
277,EXACT11_EXACT10_EXACT9_A009_SOURCE_full_exact10_mismatch,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
278,EXACT11_EXACT10_EXACT9_BOUNDARY_dispatcher_new_object,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
279,EXACT11_EXACT10_EXACT9_BOUNDARY_dispatcher_signature_equal,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
280,EXACT11_EXACT10_EXACT9_BOUNDARY_dispatcher_local_registry,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
281,EXACT11_EXACT10_EXACT9_BOUNDARY_predecessor_registry_distinct,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
282,EXACT11_EXACT10_EXACT9_BOUNDARY_registry_exact9,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
283,EXACT11_EXACT10_EXACT9_BOUNDARY_admit009_new_handler,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
284,EXACT11_EXACT10_EXACT9_BOUNDARY_coverage_starts_admit010,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
285,EXACT11_EXACT10_EXACT9_BOUNDARY_provider_mapping_false,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
286,EXACT11_EXACT10_EXACT9_BOUNDARY_provider_key_count_zero,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
287,EXACT11_EXACT10_EXACT9_BOUNDARY_admit010_not_started,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
288,EXACT11_EXACT10_EXACT9_BOUNDARY_evaluate_all_rules_absent,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
289,EXACT11_EXACT10_EXACT9_BOUNDARY_combined_verdict_absent,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_009',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_009\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_009_BATCH_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
290,EXACT11_EXACT10_GLOBAL_rule_id_str_subclass,predecessor_exact11_regression,evaluate_admission_rule,'',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID\"",\""known_rule\"":false,\""reason\"":\""UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID\"",\""known_rule\"":false,\""reason\"":\""UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID\""}"",""source_case_passed"":true}",true,true
291,EXACT11_EXACT10_GLOBAL_unknown_rule,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_999',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_999\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_ID_UNKNOWN\"",\""known_rule\"":false,\""reason\"":\""UNIFIED_ADMISSION_RULE_ID_UNKNOWN\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_999\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_ID_UNKNOWN\"",\""known_rule\"":false,\""reason\"":\""UNIFIED_ADMISSION_RULE_ID_UNKNOWN\""}"",""source_case_passed"":true}",true,true
292,EXACT11_EXACT10_GLOBAL_admit_011_not_registered,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_011',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_011\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_011_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_011\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_011_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
293,EXACT11_EXACT10_GLOBAL_admit_012_not_registered,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_012',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_012\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_012\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}",true,true
294,EXACT11_EXACT10_GLOBAL_admit_013_not_registered,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_013',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_013\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_013\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}",true,true
295,EXACT11_EXACT10_GLOBAL_admit_014_not_registered,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_014',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_014\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_014\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}",true,true
296,EXACT11_EXACT10_GLOBAL_admit_015_not_registered,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_015',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_015\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":false,\""admission_rule_id\"":\""ADMIT_015\"",\""callable_discovered\"":false,\""code\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\"",\""known_rule\"":true,\""reason\"":\""UNIFIED_ADMISSION_RULE_NOT_REGISTERED\""}"",""source_case_passed"":true}",true,true
297,EXACT11_EXACT10_GLOBAL_new_dispatcher_identity,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_010',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_010\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_010_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_010\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_010_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
298,EXACT11_EXACT10_GLOBAL_local_registry_binding,predecessor_exact11_regression,evaluate_admission_rule,'ADMIT_010',source_case_or_default_empty_mapping,source_case_or_default,source_case_or_default,source_case_or_default,source_case_or_default,,0,0,0,0,0,"{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_010\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_010_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}","{""default_dispatch"":""{\""adapter_ready\"":true,\""admission_rule_id\"":\""ADMIT_010\"",\""callable_discovered\"":true,\""code\"":\""UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID\"",\""known_rule\"":true,\""reason\"":\""ADMIT_010_EVALUATION_CONTEXT_MAPPING_REQUIRED\""}"",""source_case_passed"":true}",true,true
